,id,step,e_x,e_y
0,2,60,1239.1036248113344,1355.1904847355363
0,2,61,1247.300711969906,1360.9182907827746
0,2,62,1251.469392030795,1370.007961104076
0,2,63,1259.7917323703298,1375.552205982592
0,2,64,1264.1516832589919,1384.5516964264148
0,2,65,1272.595091583569,1389.9097609897121
0,2,66,1277.148758103576,1398.8128009887555
0,3,1,900,900
0,3,2,903.8739550416021,909.2191362033352
0,3,3,911.6291650994343,915.5323538424553
0,3,4,914.9083757089345,924.9794051167177
0,3,5,922.7571442442605,931.1759228871172
0,3,6,926.1023558613404,940.5998052737428
0,3,7,934.016033556171,946.713209018167
0,3,8,937.4985152668493,956.0872327611918
0,3,9,945.3681460186256,962.2572337199192
0,3,10,948.9984064269391,971.5750236600194
0,3,11,956.8100026494518,977.8183372398763
0,3,12,960.3780108513627,987.1601420693029
0,3,13,968.1373194065234,993.4683217390499
0,3,14,971.6286387609954,1002.8390575247333
0,3,15,979.3339897518136,1009.2130332156422
0,3,16,982.7449624968625,1018.6133132610735
0,3,17,990.3940160628566,1025.054740086285
0,3,18,993.7066433618055,1034.4901256310445
0,3,19,1001.3048218381043,1040.9914857842978
0,3,20,1004.5572005082311,1050.4478081659695
0,3,21,1012.0971616007329,1057.0165969982854
0,3,22,1015.2794103173316,1066.4967495870208
0,3,23,1022.7638501988864,1073.1287296578134
0,3,24,1025.8135409958006,1082.6523521851514
0,3,25,1033.243319368139,1089.3455123758185
0,3,26,1036.328385536202,1098.8577343422508
0,3,27,1043.7541276448208,1105.5553722942668
0,3,28,1046.8671378671843,1115.0584858553825
0,3,29,1054.3130374616112,1121.7337071423296
0,3,30,1057.4553319851861,1131.2271777999506
0,3,31,1064.9061353571572,1137.896925104926
0,3,32,1068.061209691649,1147.3861561561666
0,3,33,1075.518059881893,1154.0491423665876
0,3,34,1078.6408484293497,1163.5490471917883
0,3,35,1086.068155239757,1170.2449499348154
0,3,36,1089.1514444618404,1179.7577480285934
0,3,37,1096.548262021052,1186.4873163651018
0,3,38,1099.5900341529361,1196.0134710089071
0,3,39,1106.9550641174276,1202.7778138167594
0,3,40,1109.9535589012307,1212.3176790690313
0,3,41,1117.2854065185443,1219.117973953556
0,3,42,1120.238802582236,1228.671897319952
0,3,43,1127.5359932340107,1235.5093682406693
0,3,44,1130.4423791805514,1245.0776972865242
0,3,45,1137.7033564780222,1251.9536124027552
0,3,46,1140.5544054147765,1261.5385756243973
0,3,47,1147.7943060989755,1268.4366795727974
0,3,48,1150.6675027365513,1278.0150270859033
0,3,49,1157.9360747860144,1284.8829132499109
0,3,50,1160.900111050286,1294.4335409268797
0,3,51,1168.2332523455739,1301.2324407454782
0,3,52,1171.3028054512026,1310.749680036981
0,3,53,1178.7379974465491,1317.4368259148825
0,3,54,1181.589021245727,1327.0217966136652
0,3,55,1188.8776599804412,1333.8683830182044
0,3,56,1191.7047725230436,1343.4604336160412
0,3,57,1198.9439462378693,1350.3593004741983
0,3,58,1201.8377827184363,1359.9314324427694
0,3,59,1209.0750374730821,1366.8323123588639
0,3,60,1211.9791979646727,1376.4013171053923
0,3,61,1219.2178033703078,1383.300780257081
0,3,62,1222.1287184474886,1392.8677324056725
0,3,63,1229.3689940980312,1399.765442786963
0,3,64,1232.2584119814192,1409.3389094681165
0,3,65,1239.527308234252,1416.2064524978728
0,3,66,1242.5231337971377,1425.7471563082192
0,3,67,1249.8321079397726,1432.5720297123414
0,3,68,1252.8419820904228,1442.1083108322146
0,3,69,1260.1565415072773,1448.9271978775691
0,3,70,1263.2069952188783,1458.4505760677587
0,3,71,1270.537727271709,1465.2520735182914
0,3,72,1273.499868974507,1474.8032889662093
0,3,73,1280.76356947544,1481.6763272341625
0,3,74,1283.6571149774716,1491.2485471662196
0,3,75,1290.8788676280021,1498.165648340451
0,3,76,1293.7337658102363,1507.7494657619734
0,3,77,1300.9082620354075,1514.7155696884881
0,3,78,1303.7163223782193,1524.3132150826007
0,3,79,1310.8565437664915,1531.3144462976413
0,3,80,1313.619084480367,1540.9252927121972
0,3,81,1320.7426904041702,1547.9434291202729
0,3,82,1323.552116807948,1557.5406747293919
0,3,83,1330.68281953851,1564.5516003864186
0,3,84,1333.5124407390008,1574.142911238525
0,3,85,1340.694996405357,1581.100705005208
0,3,86,1343.6546376551219,1590.6526955659597
0,3,87,1350.9106483011483,1597.5338516828306
0,3,88,1353.975115945658,1607.0527296658574
0,3,89,1361.3569545060136,1613.7987254758802
0,3,90,1364.3314474682745,1623.3461016399087
0,3,91,1371.5788828391835,1630.2362889047438
0,3,92,1374.3871399715051,1639.8338767203757
0,3,93,1381.5059796629564,1646.8568477047538
0,3,94,1384.145181072282,1656.502293050668
0,3,95,1391.129370183884,1663.6591850055167
0,3,96,1393.580203433133,1673.3542051903526
0,3,97,1400.4414647800072,1680.629031149088
0,3,98,1402.8088231780819,1690.3447716877738
0,3,99,1409.5708869822092,1697.7118941320468
0,3,100,1411.763889319222,1707.46846836432
0,3,101,1418.404758866929,1714.9450218249954
0,3,102,1420.4839640237215,1724.726479074095
0,3,103,1427.014599770118,1732.2995099566342
0,3,104,1428.9516722654766,1742.1101037280491
0,3,105,1435.366006109332,1749.78189109082
0,3,106,1437.1507378642414,1759.6213388681608
0,3,107,1443.4409047270071,1767.3952568532288
0,3,108,1445.0173357583103,1777.2702183824472
0,3,109,1451.1455131921718,1785.1724611868103
0,3,110,1452.5012915059765,1795.0801281757547
0,3,111,1458.4513479527463,1803.1173433825445
0,3,112,1459.5408301465538,1813.0578176443378
0,3,113,1465.323654274659,1821.216184215129
0,3,114,1466.258323680113,1831.1724080526344
0,3,115,1471.8516821321125,1839.4618194447326
0,3,116,1472.5577235321173,1849.4368635820524
0,3,117,1477.9528989079574,1857.8566072042734
0,3,118,1478.4046801735437,1867.846396675932
0,3,119,1483.5836747615378,1876.4008116212997
0,3,120,1483.7680281992227,1886.3991121673932
0,3,121,1488.7534735942522,1895.0677530189444
0,3,122,1488.6905489489077,1905.067555041435
0,3,123,1493.4393943483267,1913.8680361289903
0,3,124,1493.1134118817079,1923.862721488293
0,3,125,1497.6025660791183,1932.798464019939
0,3,126,1496.9720070929286,1942.7785639876215
0,3,127,1501.197407376718,1951.8420066250387
0,3,128,1500.3350583725794,1961.8047549504288
0,3,129,1504.334314456381,1970.9702309760467
0,3,130,1503.2043302499599,1980.9061826513137
0,3,131,1506.9543963078772,1990.176404038166
0,3,132,1505.6184880681465,2000.0867697819224
0,4,1,900,900
0,4,2,903.8739550416021,909.2191362033352
0,4,3,911.6544498968259,915.5011661147441
0,4,4,915.1677727516767,924.8636744601387
0,4,5,922.9985962076204,931.0828547921311
0,4,6,926.4214479540436,940.4788159415829
0,4,7,934.2888230715228,946.6516928041868
0,4,8,937.7335631810793,956.0396513457235
0,4,9,945.5529799119093,962.2731673671689
0,4,10,948.9201440520347,971.6892284148391
0,4,11,956.7032083995599,977.96807459565
0,4,12,960.0116207965093,987.4049388741968
0,4,13,967.7652027353193,993.7201559819579
0,4,14,970.970164527604,1003.1926540637733
0,4,15,978.6319460516908,1009.6189363387098
0,4,16,981.7656518762146,1019.1152455062414
0,4,17,989.4311330260024,1025.5371142951726
0,4,18,992.5232526182989,1035.0470457579613
0,4,19,1000.1092763487809,1041.5625844126362
0,4,20,1003.1223879701719,1051.097843106402
0,4,21,1010.6326776434257,1057.700535665034
0,4,22,1013.6239603288691,1067.2426647720922
0,4,23,1021.1112164203317,1073.8714652835615
0,4,24,1024.0536040383422,1083.4287847354465
0,4,25,1031.5727811507475,1090.021354458421
0,4,26,1034.519142466848,1099.5774496334905
0,4,27,1041.9876699462948,1106.2273441656428
0,4,28,1044.7852461111215,1115.828050785574
0,4,29,1052.229198988487,1122.505442908219
0,4,30,1054.9087211628334,1132.1397649350763
0,4,31,1062.2396534805007,1138.9410465314947
0,4,32,1064.9315818304365,1148.5719095124955
0,4,33,1072.2819871956317,1155.352141143296
0,4,34,1074.8987667773877,1165.0036935894316
0,4,35,1082.1601670123669,1171.8791620554668
0,4,36,1084.6049240741388,1181.5757162325401
0,4,37,1091.7613219857233,1188.5604115681342
0,4,38,1094.1792142315269,1198.2636995205596
0,4,39,1101.2630589357605,1205.3219673113354
0,4,40,1103.5611782306314,1215.0543178859161
0,4,41,1110.6111618059895,1222.1464072527517
0,4,42,1112.936076142302,1231.8723916928384
0,4,43,1119.963393894704,1238.9869405335432
0,4,44,1122.1540211690808,1248.7440483091475
0,4,45,1129.1134215864336,1255.9250472529538
0,4,46,1131.2994460806462,1265.6831872863158
0,4,47,1138.2221441533966,1272.8995749833246
0,4,48,1140.3241187578853,1282.6761645094366
0,4,49,1147.227056595261,1289.9114564325953
0,4,50,1149.1793351159592,1299.7190355720986
0,4,51,1155.9317237925054,1307.0950268384202
0,4,52,1157.7505237678656,1316.9282341813796
0,4,53,1164.4452387739145,1324.3566115942324
0,4,54,1166.1594225959398,1334.208594837433
0,4,55,1172.756521871534,1341.7237981712062
0,4,56,1174.5767835722406,1351.5567350336569
0,4,57,1181.194924460455,1359.053415044418
0,4,58,1183.1000578541134,1368.8702611139236
0,4,59,1189.7574825451277,1376.332077011108
0,4,60,1191.4813852623524,1386.1823642872002
0,4,61,1197.9736410230635,1393.7883234730962
0,4,62,1199.5954511051173,1403.6559337236963
0,4,63,1206.048411396454,1411.2952598378529
0,4,64,1207.6101764746718,1421.172551462608
0,4,65,1214.0903122973616,1428.788839253881
0,4,66,1215.6113097814077,1438.6724907376963
0,4,67,1221.9573166744442,1446.4008926755832
0,4,68,1223.1649461633597,1456.3277064150216
0,4,69,1229.3505208105446,1464.185102057606
0,4,70,1230.5672735585692,1474.1108016677179
0,4,71,1236.662413790476,1482.0385545368094
0,4,72,1237.6686044213066,1491.9878047806433
0,4,73,1243.6804949494053,1499.9788730620533
0,4,74,1244.8523043790692,1509.9099788746278
0,4,75,1250.9109548851748,1517.865653204618
0,4,76,1251.8420090097584,1527.822215774958
0,4,77,1257.7715799846915,1535.8745563075754
0,4,78,1258.712837524654,1545.8301594657705
0,4,79,1264.6588567007498,1553.87036194814
0,4,80,1265.4622742381857,1563.8380357118895
0,4,81,1271.2619840595107,1571.984407050616
0,4,82,1271.8190450305221,1581.9688791485578
0,4,83,1277.5468702628175,1590.1659529013236
0,4,84,1278.2373512021359,1600.1420862240313
0,4,85,1283.8046298315594,1608.4490356437861
0,4,86,1284.3856475535297,1618.4321422948622
0,4,87,1289.9757317461397,1626.7237620835122
0,4,88,1290.6613985302947,1636.7002274426013
0,4,89,1296.343099326865,1644.9293389413144
0,4,90,1297.1141973424706,1654.89956500948
0,4,91,1302.6256875825852,1663.243633281799
0,4,92,1302.7470118075,1673.2428972763362
0,4,93,1307.8726818621576,1681.8293695723835
0,4,94,1307.493542533174,1691.8221796560995
0,4,95,1312.3509410116424,1700.563213921069
0,4,96,1312.2979689823626,1710.5630736182904
0,4,97,1317.0979977493946,1719.3357427580486
0,4,98,1316.6447079669863,1729.3254638939545
0,4,99,1321.4820766666671,1738.0775987228603
0,4,100,1320.8997870722378,1748.0606312695477
0,4,101,1325.0195444895112,1757.1725794049808
0,4,102,1323.4772544848042,1767.0529306913156
0,4,103,1327.5158828241938,1776.2011262038895
0,4,104,1325.8751362744308,1786.0656054480992
0,4,105,1329.3426741029116,1795.4451673466133
0,4,106,1327.4883227438681,1805.2717324146936
0,4,107,1329.9912417278313,1814.953436632429
0,4,108,1327.7512805992606,1824.6993370086125
0,4,109,1329.7995800248477,1834.4873127678356
0,4,110,1325.1947995079224,1843.364023667203
0,5,1,900,900
0,5,2,903.8739550416021,909.2191362033352
0,5,3,911.6463510860598,915.5111835432795
0,5,4,915.0613240666169,924.9100111053781
0,5,5,922.8522803926288,931.1790620324463
0,5,6,926.1975414398929,940.6029268726091
0,5,7,933.9638079760193,946.9025382963275
0,5,8,937.1963968810256,956.3656439689505
0,5,9,944.9276384359574,962.7081910928824
0,5,10,948.1592244507102,972.1716392926273
0,5,11,955.8491739246028,978.5641878523943
0,5,12,959.0377879019151,988.0422014050165
0,5,13,966.7125837950971,994.4529352162112
0,5,14,969.8956394074577,1003.9328169121302
0,5,15,977.5287330414566,1010.393148294854
0,5,16,980.581022436288,1019.9159382983246
0,5,17,988.1825619441853,1026.4133683371842
0,5,18,991.1859896763804,1035.9516817026322
0,5,19,998.7141104205143,1042.5340367569984
0,5,20,1001.6590739369879,1052.090562793516
0,5,21,1009.1383244450177,1058.728394656266
0,5,22,1011.9894750744938,1068.3133276288033
0,5,23,1019.4405312815876,1074.9827924798037
0,5,24,1022.2728164328039,1084.5733170130188
0,5,25,1029.7088541659498,1091.2595224264974
0,5,26,1032.486804452028,1100.8659261348619
0,5,27,1039.9105206278557,1107.5658095771878
0,5,28,1042.689534762206,1117.1719055813448
0,5,29,1050.0372625756015,1123.95503877923
0,5,30,1052.6227080336646,1133.615032142757
0,5,31,1059.9547631760945,1140.4151032738826
0,5,32,1062.5186818651975,1150.0808324732584
0,5,33,1069.794654972622,1156.9408773229686
0,5,34,1072.325075266132,1166.6154301879951
0,5,35,1079.5626138285593,1173.5160124501942
0,5,36,1082.0139128367766,1183.2109148825198
0,5,37,1089.1870345701104,1190.178434139671
0,5,38,1091.5599971353774,1199.892807442352
0,5,39,1098.6797384361962,1206.9148643923784
0,5,40,1101.0026759002794,1216.6413211746788
0,5,41,1107.982253896775,1223.8027100756415
0,5,42,1110.1865179813415,1233.5567461554133
0,5,43,1117.11354363891,1240.76897989673
0,5,44,1119.2473194634267,1250.5386779847317
0,5,45,1126.1286119293645,1257.7945593232203
0,5,46,1128.1577459630025,1267.5865261876215
0,5,47,1134.9690891991454,1274.9081109422666
0,5,48,1136.8898419646816,1284.7219128973543
0,5,49,1143.6303885164075,1292.1087276496016
0,5,50,1145.3830000472135,1301.953947445121
0,5,51,1151.9979177359771,1309.4534716947571
0,5,52,1153.6063963882134,1319.3232638113775
0,5,53,1160.112236845341,1326.9176064390447
0,5,54,1161.4989033636195,1336.8209975737564
0,5,55,1167.8420961941897,1344.5517093594979
0,5,56,1169.298392452054,1354.4451011544957
0,5,57,1175.5088860727349,1362.2828156802666
0,5,58,1176.844578429563,1372.1932105224469
0,5,59,1183.0534527266425,1380.032207904961
0,5,60,1184.2850797405733,1389.9560728223487
0,5,61,1190.3432712156969,1397.912096706849
0,5,62,1191.5811537777984,1407.8351832610642
0,5,63,1197.6907886081103,1415.751771051283
0,5,64,1198.5825997641202,1425.7119253102298
0,5,65,1204.6004586181305,1433.6984999710724
0,5,66,1205.5870123595369,1443.6497165658068
0,5,67,1211.5683451422253,1451.663683008383
0,5,68,1212.5082876991605,1461.6194104046942
0,5,69,1218.4081822020526,1469.6935199441261
0,5,70,1219.1541210766484,1479.665659894777
0,5,71,1224.9010011884584,1487.8493857565397
0,5,72,1225.635054196414,1497.8224076747706
0,5,73,1231.2532597934387,1506.0949989175167
0,5,74,1231.5151346088116,1516.0915694084938
0,5,75,1236.8979876709316,1524.5191961747682
0,5,76,1237.190404079092,1534.5149198926508
0,5,77,1242.5392684071526,1542.9641595270796
0,5,78,1242.752140607389,1552.9618935416634
0,5,79,1247.8854977933422,1561.5437723570174
0,5,80,1247.832121650284,1571.5436299053704
0,5,81,1252.7348112517777,1580.2593418482588
0,5,82,1252.5969329509137,1590.2583912817875
0,5,83,1257.329918767695,1599.0674119571036
0,5,84,1257.1425346792919,1609.0656561631336
0,5,85,1261.791001643548,1617.9195680037958
0,5,86,1261.309115073274,1627.9079505221714
0,5,87,1265.8588606170729,1636.8129949064898
0,5,88,1264.7258051657648,1646.7485968180129
0,5,89,1269.163558859558,1655.7099774121637
0,5,90,1267.932678648214,1665.6339349848924
0,5,91,1272.0562918089297,1674.744138852028
0,5,92,1270.7037559635123,1684.652249004164
0,5,93,1274.7849165687376,1693.7815495312777
0,5,94,1273.6044395323381,1703.71162878406
0,5,95,1277.8219844647022,1712.7787294641832
0,5,96,1276.4583821950507,1722.6853226651883
0,5,97,1280.6161888717654,1731.7799718414383
0,5,98,1279.2276160633853,1741.6830958715525
0,5,99,1282.6020461481532,1751.0965554695438
0,5,100,1280.1115042996275,1760.7814509930247
0,5,101,1283.0789798512299,1770.331010608559
0,5,102,1280.5083180056604,1779.9949486089672
0,5,103,1283.064968763387,1789.6626027661564
0,5,104,1279.4983250931236,1799.004928650505
0,5,105,1280.913705617936,1808.9042568080106
0,5,106,1276.4408794726419,1817.8481835895743
0,5,107,1278.280185629157,1827.6775758832314
0,5,108,1273.0147005420474,1836.1790267474914
0,5,109,1273.2635822085097,1846.175929163545
0,5,110,1267.0563408341247,1854.0162196250092
0,5,111,1265.1803485324804,1863.8386761855734
0,6,1,900,900
0,6,2,903.8739550416021,909.2191362033352
0,6,3,911.6541817920171,915.5014981566237
0,6,4,915.1676564357299,924.8639495411697
0,6,5,923.0015290038815,931.079288678012
0,6,6,926.4366159015192,940.4707836604777
0,6,7,934.2564197687292,946.7038140212546
0,6,8,937.6913935912199,956.0953503619608
0,6,9,945.5095677152115,962.3304248095475
0,6,10,948.9566399892549,971.7175272771634
0,6,11,956.7913452880877,977.9318166879038
0,6,12,960.2163228698289,987.3270031450514
0,6,13,968.0494262966516,993.5433115917662
0,6,14,971.4022502001145,1002.9644883692376
0,6,15,979.2058213141363,1009.2178297055477
0,6,16,982.5880942075871,1018.6284742145189
0,6,17,990.358779053931,1024.9226347636945
0,6,18,993.5812855135563,1034.3891785954038
0,6,19,1001.2850740478494,1040.7650426324496
0,6,20,1004.4414254836339,1050.2538489648512
0,6,21,1012.1045489997042,1056.678530900749
0,6,22,1015.2439258268329,1066.1729668048608
0,6,23,1022.8832401201165,1072.6259410902917
0,6,24,1026.048387181785,1082.111817121424
0,6,25,1033.6598321279212,1088.597640571992
0,6,26,1036.819601705785,1098.0853092115897
0,6,27,1044.4349157874312,1104.5665892886948
0,6,28,1047.5021940460174,1114.0845619764264
0,6,29,1055.0945762130787,1120.5926902042113
0,6,30,1058.2017380261098,1130.097717582796
0,6,31,1065.7932923218466,1136.6068114809416
0,6,32,1068.7988280816778,1146.1444608137897
0,6,33,1076.347372117956,1152.7033847295224
0,6,34,1079.4487081446896,1162.2103145625065
0,6,35,1086.9621972934958,1168.8093660709258
0,6,36,1090.0230380908542,1178.3294109034475
0,6,37,1097.5819841884493,1184.8763440704847
0,6,38,1100.5681920171237,1194.420062570313
0,6,39,1108.0860777589203,1201.014104879344
0,6,40,1111.053487283471,1210.5636850121878
0,6,41,1118.4826025753646,1217.25758118555
0,6,42,1121.448651683408,1226.807583944119
0,6,43,1128.9260676928666,1233.4474822732723
0,6,44,1131.810362108766,1243.0224937992398
0,6,45,1139.2635169109537,1249.6896133792852
0,6,46,1142.1322932265746,1259.269285735422
0,6,47,1149.5613311144346,1265.9632678134335
0,6,48,1152.360992480259,1275.5633665752541
0,6,49,1159.7118464173273,1282.3431118799017
0,6,50,1162.3938929041665,1291.9767314822336
0,6,51,1169.6929971015027,1298.8121596265732
0,6,52,1172.1401399067547,1308.5081119826186
0,6,53,1179.3552620724843,1315.4321290344174
0,6,54,1181.818691932067,1325.1239561752054
0,6,55,1188.967564453798,1332.1163535944056
0,6,56,1191.3024729867552,1341.839943576646
0,6,57,1198.409124860064,1348.8752473477418
0,6,58,1200.832232416108,1358.5772342458902
0,6,59,1207.8973502311098,1365.6542470521624
0,6,60,1210.2140967400328,1375.3821803174246
0,6,61,1217.2770342394683,1382.4613691042184
0,6,62,1219.6111788904761,1392.1851424843508
0,6,63,1226.635177183676,1399.302968555359
0,6,64,1228.824889058897,1409.0602818076593
0,6,65,1235.8073477417015,1416.2188620260356
0,6,66,1237.861752725032,1426.005558106147
0,6,67,1244.732983328212,1433.2709686243436
0,6,68,1246.7017523436666,1443.0752507787793
0,6,69,1253.5326855689004,1450.378561758903
0,6,70,1255.4867353268805,1460.1857881529115
0,6,71,1262.293163160179,1467.5119426796807
0,6,72,1264.0937509225962,1477.348501209463
0,6,73,1270.735380693225,1484.8243793511863
0,6,74,1272.3726784314733,1494.6894316123924
0,6,75,1278.8796052014577,1502.2828434944163
0,6,76,1280.5973874174922,1512.1341999623487
0,6,77,1287.0205853487942,1519.798567407567
0,6,78,1288.5648390791264,1529.67861196295
0,6,79,1294.967009615199,1537.3605526309743
0,6,80,1296.3020143875362,1547.2710401193797
0,6,81,1302.4973940040331,1555.1207070809453
0,6,82,1303.9570077877297,1565.013609971525
0,6,83,1310.0853858700357,1572.9156971692414
0,6,84,1311.184596364839,1582.8551003851348
0,6,85,1317.1373677577672,1590.890304971425
0,6,86,1318.0288120242121,1600.8504920740763
0,6,87,1323.834187916176,1608.992826552161
0,6,88,1324.6907793556975,1618.9560715609791
0,6,89,1330.482409496635,1627.108189096355
0,6,90,1331.6448811476457,1637.040392258826
0,6,91,1337.4311009299706,1645.1963508554982
0,6,92,1338.2755378848306,1655.160633380059
0,6,93,1343.9589288013392,1663.3885776974535
0,6,94,1344.6234211745873,1673.3664757669817
0,6,95,1350.2373578814722,1681.641964553216
0,6,96,1350.7655496294924,1691.6280054843019
0,6,97,1356.1776847912797,1700.036857545704
0,6,98,1356.0911883643544,1710.0364834571133
0,6,99,1361.1612538639301,1718.6559054696388
0,6,100,1360.8196422386304,1728.6500688412002
0,6,101,1365.9478495422566,1737.2350260251958
0,6,102,1364.6442279332903,1747.1496904522269
0,6,103,1369.2078404693025,1756.04763631749
0,6,104,1368.0839149739124,1765.984275159715
0,6,105,1372.5831859138523,1774.9149280478869
0,6,106,1370.984791625703,1784.7863583241747
0,6,107,1374.0478317344973,1794.3056957639296
0,6,108,1372.239237134324,1804.1407852689736
0,6,109,1374.9181505979602,1813.7752765712867
0,7,1,900,900
0,7,2,903.8739550416021,909.2191362033352
0,7,3,911.6913702200364,915.4551621756981
0,7,4,915.2009025183893,924.8190920690078
0,7,5,923.0583701531014,931.0045752651254
0,7,6,926.5369705896508,940.3800400004245
0,7,7,934.3669473124249,946.6002863396634
0,7,8,937.8034828713451,955.9912513248115
0,7,9,945.608186205661,962.2431794964492
0,7,10,949.0663669095187,971.6261953346254
0,7,11,956.8522216324922,977.9015810783668
0,7,12,960.254881549898,987.3048733468481
0,7,13,968.091180794712,993.5171526504312
0,7,14,971.4670561970163,1002.9300940221873
0,7,15,979.3004567726163,1009.1460280165431
0,7,16,982.7164605259852,1018.544480993335
0,7,17,990.5398994760677,1024.772948139779
0,7,18,993.9021320915035,1034.1907712343002
0,7,19,1001.7045595449707,1040.4455394820757
0,7,20,1004.9876090184941,1049.891257356033
0,7,21,1012.7859786235425,1056.1510841510058
0,7,22,1016.1118233963182,1065.5818188279754
0,7,23,1023.9218013331558,1071.8271566591986
0,7,24,1027.270714342276,1081.2497243377745
0,7,25,1035.0928545053116,1087.4798225127497
0,7,26,1038.4809131903717,1096.8883855457846
0,7,27,1046.3173338857582,1103.1005116459953
0,7,28,1049.7430551324549,1112.4954269697187
0,7,29,1057.5064393759114,1118.7985900715628
0,7,30,1060.8866177173384,1128.2099871187684
0,7,31,1068.6817342019804,1134.4738644316521
0,7,32,1071.9909396853748,1143.9104506294607
0,7,33,1079.7647344192017,1150.2007698134391
0,7,34,1083.1730724980662,1159.6020054524477
0,7,35,1090.9300365535203,1165.9130678544836
0,7,36,1094.377972703983,1175.299853049764
